OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity
5/25/2015,02-03-2002,SO46291,313,20258,9,1,1
5/25/2015,04-07-2002,SO46293,311,14951,8,1,1
5/25/2015,3/13/2002,SO46287,312,12026,4,1,1
5/25/2015,03-08-2002,SO46294,345,11986,9,1,1
5/26/2015,4/25/2002,SO46299,314,20264,9,1,1
5/26/2015,04-04-2002,SO46300,314,20452,9,1,1
5/26/2015,4/28/2002,SO46297,313,12033,1,1,1
5/26/2015,03-11-2002,SO46298,314,12071,4,1,1
5/26/2015,2/21/2002,SO46296,314,12170,4,1,1
5/27/2015,05-10-2002,SO46304,350,12002,9,1,1
5/27/2015,3/25/2002,SO46305,311,14952,8,1,1
5/27/2015,3/16/2002,SO46302,310,12083,1,1,1
5/27/2015,02-08-2002,SO46301,313,12817,7,1,1
5/27/2015,1/30/2002,SO46303,340,25922,9,1,1
5/28/2015,02-04-2002,SO46308,310,20609,9,1,1
5/28/2015,05-02-2002,SO46309,350,11994,9,1,1
5/28/2015,05-08-2002,SO46307,314,20427,9,1,1
5/28/2015,2/24/2002,SO46310,336,25938,9,1,1
5/28/2015,4/24/2002,SO46306,311,12164,4,1,1
5/29/2015,04-07-2002,SO46311,314,12841,7,1,1
5/30/2015,05-10-2002,SO46316,351,26083,4,1,1
5/30/2015,02-09-2002,SO46314,312,12112,4,1,1
5/30/2015,5/13/2002,SO46318,312,20444,9,1,1
5/30/2015,03-03-2002,SO46315,311,12142,1,1,1
5/30/2015,05-05-2002,SO46313,313,12078,1,1,1
5/30/2015,3/27/2002,SO46312,314,12153,4,1,1
5/30/2015,03-08-2002,SO46317,334,14884,4,1,1
5/31/2015,05-09-2002,SO46319,311,12103,4,1,1
5/31/2015,03-08-2002,SO46321,330,14894,1,1,1
5/31/2015,05-11-2002,SO46320,351,26084,4,1,1
06-01-2015,02-10-2002,SO46393,314,15695,10,1,1
06-01-2015,2/18/2002,SO46391,312,20995,9,1,1
06-01-2015,04-02-2002,SO46390,313,12440,4,1,1
06-01-2015,5/14/2002,SO46392,313,13537,7,1,1
06-02-2015,03-05-2002,SO46396,311,12442,4,1,1
06-02-2015,4/16/2002,SO46405,310,20994,9,1,1
06-02-2015,3/24/2002,SO46395,346,11496,10,1,1
06-02-2015,3/23/2002,SO46398,311,20992,9,1,1
06-02-2015,05-07-2002,SO46399,314,20820,9,1,1
06-02-2015,2/28/2002,SO46402,313,20616,9,1,1
06-02-2015,5/13/2002,SO46397,328,27014,6,1,1
06-02-2015,5/17/2002,SO46400,314,20987,9,1,1
06-02-2015,04-02-2002,SO46401,310,20993,9,1,1
06-02-2015,2/28/2002,SO46403,314,14990,8,1,1
06-02-2015,3/15/2002,SO46394,314,15055,8,1,1
06-02-2015,4/26/2002,SO46404,312,15692,10,1,1
06-03-2015,3/27/2002,SO46407,342,27026,6,1,1
06-03-2015,05-10-2002,SO46406,312,12779,1,1,1
06-03-2015,5/14/2002,SO46408,351,12011,9,1,1
06-04-2015,5/19/2002,SO46413,346,20075,6,1,1
06-04-2015,2/23/2002,SO46414,338,15006,4,1,1
06-04-2015,02-04-2002,SO46411,314,24661,6,1,1
06-04-2015,3/31/2002,SO46415,310,20819,9,1,1
06-04-2015,4/14/2002,SO46412,311,24493,6,1,1
06-04-2015,2/16/2002,SO46409,313,15073,8,1,1
06-05-2015,03-04-2002,SO46418,312,20988,9,1,1
06-05-2015,4/24/2002,SO46419,344,12021,9,1,1
06-05-2015,2/24/2002,SO46420,313,13511,7,1,1
06-05-2015,3/31/2002,SO46416,313,12181,4,1,1
06-05-2015,2/21/2002,SO46421,336,25949,9,1,1
06-05-2015,4/18/2002,SO46417,314,12441,4,1,1
06-06-2015,4/20/2002,SO46426,344,26107,4,1,1
06-06-2015,4/29/2002,SO46428,311,20629,9,1,1
06-06-2015,05-02-2002,SO46424,312,12435,4,1,1
06-06-2015,2/21/2002,SO46427,350,20182,6,1,1
06-06-2015,04-05-2002,SO46425,313,24496,6,1,1
06-06-2015,3/27/2002,SO46422,311,12884,4,1,1
06-06-2015,4/29/2002,SO46423,313,12362,4,1,1
06-07-2015,05-01-2002,SO46432,342,15016,4,1,1
06-07-2015,3/19/2002,SO46429,345,11428,8,1,1
06-07-2015,3/18/2002,SO46436,347,12337,9,1,1
06-07-2015,2/25/2002,SO46433,312,20991,9,1,1
06-07-2015,04-02-2002,SO46434,313,20996,9,1,1
06-07-2015,02-09-2002,SO46431,310,12901,1,1,1
06-07-2015,05-01-2002,SO46430,314,13564,7,1,1
06-07-2015,4/15/2002,SO46435,348,12251,9,1,1
06-08-2015,2/22/2002,SO46442,314,14997,8,1,1
06-08-2015,04-08-2002,SO46441,312,15661,10,1,1
06-08-2015,04-08-2002,SO46438,313,12174,4,1,1
06-08-2015,03-03-2002,SO46439,313,20817,9,1,1
06-08-2015,3/18/2002,SO46443,314,15662,10,1,1
06-08-2015,04-12-2002,SO46440,312,20621,9,1,1
06-08-2015,05-07-2002,SO46437,313,15054,8,1,1
06-08-2015,2/13/2002,SO46444,351,12246,9,1,1
06-09-2015,3/26/2002,SO46445,312,12772,1,1,1
06-09-2015,4/22/2002,SO46448,344,12250,9,1,1
06-09-2015,5/16/2002,SO46446,312,12777,1,1,1
06-09-2015,04-08-2002,SO46447,312,20984,9,1,1
06-09-2015,02-12-2002,SO46449,345,12007,9,1,1
06-10-2015,2/16/2002,SO46456,346,12014,9,1,1
06-10-2015,04-04-2002,SO46451,310,12709,4,1,1
06-10-2015,5/18/2002,SO46453,313,20626,9,1,1
06-10-2015,03-08-2002,SO46450,314,12446,4,1,1
06-10-2015,3/15/2002,SO46452,349,26112,1,1,1
06-10-2015,03-10-2002,SO46455,314,15669,10,1,1
06-10-2015,04-03-2002,SO46454,310,20812,9,1,1
06-10-2015,03-05-2002,SO46457,324,25947,9,1,1
06-11-2015,05-01-2002,SO46460,312,12438,4,1,1
06-11-2015,3/14/2002,SO46461,311,20821,9,1,1
06-11-2015,5/27/2002,SO46459,313,12190,4,1,1
06-11-2015,3/22/2002,SO46462,345,12013,9,1,1
06-11-2015,2/18/2002,SO46458,310,12771,4,1,1
06-12-2015,3/19/2002,SO46468,311,24431,6,1,1
06-12-2015,3/31/2002,SO46472,344,12248,9,1,1
06-12-2015,3/25/2002,SO46467,314,12180,1,1,1
06-12-2015,03-09-2002,SO46463,348,11423,8,1,1
06-12-2015,3/19/2002,SO46464,310,12885,4,1,1
06-12-2015,03-10-2002,SO46473,311,14969,8,1,1
06-12-2015,5/23/2002,SO46466,311,12915,1,1,1
06-12-2015,03-03-2002,SO46470,322,14915,1,1,1
06-12-2015,03-07-2002,SO46465,311,12898,4,1,1
06-12-2015,04-01-2002,SO46469,332,19033,7,1,1
06-12-2015,04-08-2002,SO46471,310,14979,8,1,1
06-12-2015,3/17/2002,SO46474,342,25944,9,1,1
6/13/2015,5/25/2002,SO46477,346,12009,9,1,1
6/13/2015,3/18/2002,SO46476,350,26110,1,1,1
6/13/2015,03-11-2002,SO46475,322,20575,10,1,1
6/13/2015,04-02-2002,SO46478,326,25939,9,1,1
6/14/2015,2/14/2002,SO46482,346,12245,9,1,1
6/14/2015,3/20/2002,SO46480,347,26114,4,1,1
6/14/2015,3/13/2002,SO46479,310,12768,4,1,1
6/14/2015,4/14/2002,SO46481,313,20623,9,1,1
6/15/2015,4/24/2002,SO46485,313,12755,4,1,1
6/15/2015,5/21/2002,SO46487,338,14913,4,1,1
6/15/2015,4/30/2002,SO46484,312,12437,1,1,1
6/15/2015,2/24/2002,SO46488,312,20628,9,1,1
6/15/2015,4/29/2002,SO46486,332,19901,8,1,1
6/15/2015,04-08-2002,SO46483,312,12883,4,1,1
6/16/2015,2/17/2002,SO46489,313,24666,6,1,1
6/16/2015,03-07-2002,SO46490,313,12189,4,1,1
6/17/2015,05-02-2002,SO46491,314,24759,6,1,1
6/17/2015,04-03-2002,SO46495,311,20989,9,1,1
6/17/2015,05-04-2002,SO46493,328,15023,1,1,1
6/17/2015,3/20/2002,SO46494,313,20983,9,1,1
6/17/2015,2/27/2002,SO46492,312,12198,1,1,1
6/17/2015,3/16/2002,SO46496,312,20627,9,1,1
6/18/2015,03-05-2002,SO46504,342,15005,4,1,1
6/18/2015,5/19/2002,SO46503,310,12764,1,1,1
6/18/2015,04-05-2002,SO46499,310,12179,1,1,1
6/18/2015,4/29/2002,SO46501,328,19518,8,1,1
6/18/2015,2/18/2002,SO46500,314,12208,1,1,1
6/18/2015,03-06-2002,SO46506,349,12242,9,1,1
6/18/2015,3/23/2002,SO46498,313,12881,4,1,1
6/18/2015,05-11-2002,SO46497,310,13558,7,1,1
6/18/2015,3/26/2002,SO46505,347,12241,9,1,1
6/18/2015,5/19/2002,SO46507,320,25941,9,1,1
6/18/2015,4/29/2002,SO46502,328,19051,7,1,1
6/19/2015,04-05-2002,SO46519,310,15660,10,1,1
6/19/2015,05-05-2002,SO46516,351,26116,1,1,1
6/19/2015,3/16/2002,SO46513,313,24418,6,1,1
6/19/2015,05-04-2002,SO46514,342,19028,7,1,1
6/19/2015,5/14/2002,SO46517,313,20624,9,1,1
6/19/2015,3/30/2002,SO46510,311,24386,6,1,1
6/19/2015,04-07-2002,SO46515,340,19904,8,1,1
6/19/2015,5/29/2002,SO46509,310,12886,4,1,1
6/19/2015,3/26/2002,SO46520,312,24491,6,1,1
6/19/2015,04-09-2002,SO46518,314,20814,9,1,1
6/19/2015,4/21/2002,SO46512,311,12209,4,1,1
6/19/2015,2/26/2002,SO46511,313,24392,6,1,1
6/19/2015,5/25/2002,SO46508,349,28504,7,1,1
6/20/2015,05-06-2002,SO46523,313,12756,4,1,1
6/20/2015,3/13/2002,SO46521,310,12770,4,1,1
6/20/2015,5/28/2002,SO46525,314,20816,9,1,1
6/20/2015,03-05-2002,SO46522,312,12882,4,1,1
6/20/2015,05-09-2002,SO46527,334,25940,9,1,1
6/20/2015,3/22/2002,SO46526,347,12253,9,1,1
6/20/2015,4/18/2002,SO46524,351,26111,4,1,1
6/21/2015,2/27/2002,SO46536,311,13556,7,1,1
6/21/2015,4/27/2002,SO46532,338,19041,7,1,1
6/21/2015,3/18/2002,SO46530,313,24671,6,1,1
6/21/2015,5/21/2002,SO46533,348,26106,4,1,1
6/21/2015,03-06-2002,SO46529,314,12784,1,1,1
6/21/2015,2/23/2002,SO46528,311,15063,8,1,1
6/21/2015,4/15/2002,SO46531,310,12423,1,1,1
6/21/2015,03-12-2002,SO46535,310,20815,9,1,1
6/21/2015,06-06-2002,SO46534,312,20620,9,1,1
6/22/2015,5/25/2002,SO46541,310,20617,9,1,1
6/22/2015,5/19/2002,SO46537,344,11427,8,1,1
6/22/2015,04-04-2002,SO46538,310,12774,4,1,1
6/22/2015,4/26/2002,SO46539,314,12200,4,1,1
6/22/2015,5/26/2002,SO46540,314,20822,9,1,1
6/23/2015,06-02-2002,SO46552,328,15017,4,1,1
6/23/2015,5/21/2002,SO46551,330,14914,4,1,1
6/23/2015,4/23/2002,SO46553,312,20985,9,1,1
6/23/2015,05-12-2002,SO46542,347,11431,8,1,1
6/23/2015,06-06-2002,SO46556,326,25948,9,1,1
6/23/2015,05-07-2002,SO46543,345,11549,10,1,1
6/23/2015,5/17/2002,SO46546,310,12780,1,1,1
6/23/2015,2/28/2002,SO46544,311,12766,1,1,1
6/23/2015,2/25/2002,SO46545,310,24646,6,1,1
6/23/2015,03-02-2002,SO46555,351,12010,9,1,1
6/23/2015,03-02-2002,SO46554,313,20990,9,1,1
6/23/2015,3/31/2002,SO46548,310,12418,1,1,1
6/23/2015,3/24/2002,SO46550,350,26097,4,1,1
6/23/2015,04-07-2002,SO46549,313,12452,1,1,1
6/23/2015,5/21/2002,SO46547,313,12917,1,1,1
6/24/2015,06-09-2002,SO46563,320,25945,9,1,1
6/24/2015,4/14/2002,SO46558,314,12184,1,1,1
6/24/2015,05-07-2002,SO46562,311,14978,8,1,1
6/24/2015,05-12-2002,SO46559,310,12762,4,1,1
6/24/2015,04-07-2002,SO46560,344,26096,4,1,1
6/24/2015,03-04-2002,SO46561,312,20625,9,1,1
6/24/2015,3/20/2002,SO46557,310,12904,4,1,1
6/25/2015,3/26/2002,SO46568,312,12761,1,1,1
6/25/2015,3/24/2002,SO46567,313,12707,1,1,1
6/25/2015,5/28/2002,SO46566,311,12789,4,1,1
6/25/2015,05-08-2002,SO46565,311,12769,1,1,1
6/26/2015,06-03-2002,SO46570,313,13536,7,1,1
6/26/2015,3/27/2002,SO46569,312,12450,4,1,1
6/26/2015,3/31/2002,SO46571,313,15668,10,1,1
6/26/2015,2/27/2002,SO46574,348,12243,9,1,1
6/26/2015,03-10-2002,SO46575,351,12338,9,1,1
6/26/2015,3/16/2002,SO46573,314,13555,7,1,1
6/26/2015,03-08-2002,SO46572,314,13552,7,1,1
6/27/2015,4/21/2002,SO46576,310,24757,6,1,1
6/27/2015,2/27/2002,SO46581,314,12188,4,1,1
6/27/2015,5/16/2002,SO46577,311,12913,1,1,1
6/27/2015,4/18/2002,SO46579,311,12186,4,1,1
6/27/2015,06-11-2002,SO46578,314,12178,1,1,1
6/27/2015,5/14/2002,SO46583,310,20622,9,1,1
6/27/2015,04-04-2002,SO46584,348,12252,9,1,1
6/27/2015,3/20/2002,SO46580,310,12187,4,1,1
6/27/2015,5/23/2002,SO46582,314,12207,1,1,1
6/28/2015,4/16/2002,SO46589,326,25946,9,1,1
6/28/2015,06-04-2002,SO46588,351,20035,6,1,1
6/28/2015,04-07-2002,SO46586,313,12364,1,1,1
6/28/2015,05-05-2002,SO46587,314,12448,1,1,1
6/28/2015,04-02-2002,SO46585,314,15050,8,1,1
6/29/2015,3/16/2002,SO46593,314,12912,1,1,1
6/29/2015,3/15/2002,SO46592,313,24664,6,1,1
6/29/2015,03-08-2002,SO46595,312,15691,10,1,1
6/29/2015,05-10-2002,SO46596,349,12037,9,1,1
6/29/2015,04-08-2002,SO46594,314,20818,9,1,1
6/29/2015,3/19/2002,SO46597,348,12039,9,1,1
6/29/2015,4/19/2002,SO46591,310,12773,1,1,1
6/29/2015,3/21/2002,SO46590,312,24501,6,1,1
6/30/2015,05-11-2002,SO46603,345,12240,9,1,1
6/30/2015,5/23/2002,SO46601,345,26098,4,1,1
6/30/2015,04-11-2002,SO46598,311,15080,8,1,1
6/30/2015,3/23/2002,SO46600,334,19027,7,1,1
6/30/2015,06-04-2002,SO46599,310,12206,4,1,1
6/30/2015,3/23/2002,SO46602,312,20823,9,1,1
07-01-2015,05-03-2002,SO46677,371,15460,8,1,1
07-01-2015,5/16/2002,SO46679,373,13062,1,1,1
07-01-2015,4/23/2002,SO46683,354,12571,9,1,1
07-01-2015,05-09-2002,SO46681,362,12349,9,1,1
07-01-2015,4/18/2002,SO46676,385,18047,8,1,1
07-01-2015,03-10-2002,SO46682,358,12355,9,1,1
07-01-2015,03-05-2002,SO46680,371,21193,9,1,1
07-01-2015,03-12-2002,SO46678,330,19930,8,1,1
07-02-2015,3/28/2002,SO46685,377,12947,4,1,1
07-02-2015,4/15/2002,SO46684,381,18125,8,1,1
07-02-2015,4/19/2002,SO46686,324,20577,10,1,1
07-03-2015,04-05-2002,SO46687,379,15457,8,1,1
07-03-2015,3/17/2002,SO46695,358,20208,6,1,1
07-03-2015,3/24/2002,SO46692,369,13208,4,1,1
07-03-2015,3/16/2002,SO46697,371,21173,9,1,1
07-03-2015,04-06-2002,SO46693,373,13210,4,1,1
07-03-2015,5/21/2002,SO46694,373,13220,4,1,1
07-03-2015,03-06-2002,SO46689,369,13032,4,1,1
07-03-2015,6/17/2002,SO46699,328,25961,9,1,1
07-03-2015,05-02-2002,SO46698,377,21206,9,1,1
07-03-2015,5/23/2002,SO46696,370,21166,9,1,1
07-03-2015,3/31/2002,SO46690,368,13039,4,1,1
07-03-2015,05-07-2002,SO46688,369,12929,1,1,1
07-03-2015,5/15/2002,SO46691,368,13142,4,1,1
07-04-2015,06-06-2002,SO46708,377,21200,9,1,1
07-04-2015,03-10-2002,SO46706,352,20186,6,1,1
07-04-2015,5/28/2002,SO46705,370,13085,1,1,1
07-04-2015,05-06-2002,SO46701,375,15114,8,1,1
07-04-2015,3/13/2002,SO46707,336,15199,4,1,1
07-04-2015,3/26/2002,SO46703,336,20576,10,1,1
07-04-2015,3/14/2002,SO46700,381,16942,7,1,1
07-04-2015,03-08-2002,SO46704,370,13059,4,1,1
07-04-2015,05-12-2002,SO46702,369,15116,8,1,1
07-05-2015,3/26/2002,SO46716,375,25046,6,1,1
07-05-2015,06-12-2002,SO46709,387,19172,10,1,1
07-05-2015,06-03-2002,SO46718,360,12570,9,1,1
07-05-2015,3/16/2002,SO46710,356,11484,8,1,1
07-05-2015,06-11-2002,SO46711,369,13592,7,1,1
07-05-2015,05-06-2002,SO46712,373,13779,7,1,1
07-05-2015,3/13/2002,SO46714,368,13093,1,1,1
07-05-2015,5/29/2002,SO46713,371,24778,6,1,1
07-05-2015,4/27/2002,SO46715,375,24976,6,1,1
07-05-2015,4/16/2002,SO46717,368,25048,6,1,1
07-06-2015,4/26/2002,SO46720,371,13667,7,1,1
07-06-2015,06-02-2002,SO46723,368,12918,4,1,1
07-06-2015,04-12-2002,SO46726,373,20999,9,1,1
07-06-2015,3/24/2002,SO46727,370,21002,9,1,1
07-06-2015,3/30/2002,SO46719,362,11604,10,1,1
07-06-2015,06-08-2002,SO46728,358,12354,9,1,1
07-06-2015,05-02-2002,SO46722,385,17095,7,1,1
07-06-2015,5/22/2002,SO46729,320,26019,9,1,1
07-06-2015,5/26/2002,SO46721,370,16046,10,1,1
07-06-2015,6/21/2002,SO46725,369,21191,9,1,1
07-07-2015,4/28/2002,SO46730,379,15100,8,1,1
07-07-2015,4/30/2002,SO46733,375,24781,6,1,1
07-07-2015,06-09-2002,SO46734,375,13060,4,1,1
07-07-2015,3/22/2002,SO46732,385,13992,4,1,1
07-07-2015,04-04-2002,SO46735,371,13226,1,1,1
07-07-2015,4/22/2002,SO46736,360,12341,9,1,1
07-07-2015,6/22/2002,SO46731,371,15101,8,1,1
07-07-2015,5/27/2002,SO46738,362,12576,9,1,1
07-07-2015,5/13/2002,SO46737,354,12346,9,1,1
07-08-2015,6/14/2002,SO46743,373,21183,9,1,1
07-08-2015,5/23/2002,SO46741,370,28766,6,1,1
07-08-2015,5/21/2002,SO46739,373,15699,10,1,1
07-08-2015,3/26/2002,SO46740,379,12980,1,1,1
07-08-2015,4/25/2002,SO46742,358,20206,6,1,1
07-08-2015,06-05-2002,SO46744,370,21199,9,1,1
07-09-2015,5/19/2002,SO46746,368,13057,4,1,1
07-09-2015,04-11-2002,SO46749,354,12350,9,1,1
07-09-2015,5/31/2002,SO46745,369,13056,1,1,1
07-09-2015,4/29/2002,SO46748,360,26252,4,1,1
07-09-2015,04-06-2002,SO46747,360,26127,1,1,1
07-10-2015,06-04-2002,SO46754,320,25958,9,1,1
07-10-2015,04-07-2002,SO46755,342,26023,9,1,1
07-10-2015,5/24/2002,SO46752,342,19931,8,1,1
07-10-2015,4/26/2002,SO46750,377,16054,10,1,1
07-10-2015,3/22/2002,SO46751,377,12934,4,1,1
07-10-2015,06-01-2002,SO46753,379,21215,9,1,1
07-10-2015,4/20/2002,SO46756,383,13993,4,1,1
07-11-2015,3/21/2002,SO46765,332,15191,4,1,1
07-11-2015,4/22/2002,SO46768,338,26020,9,1,1
07-11-2015,6/24/2002,SO46760,387,13986,4,1,1
07-11-2015,5/19/2002,SO46761,324,19924,8,1,1
07-11-2015,5/31/2002,SO46759,373,16033,10,1,1
07-11-2015,5/13/2002,SO46767,362,12573,9,1,1
07-11-2015,5/25/2002,SO46757,354,26174,1,1,1
07-11-2015,5/25/2002,SO46762,368,13063,1,1,1
07-11-2015,3/19/2002,SO46764,360,26238,4,1,1
07-11-2015,5/29/2002,SO46758,387,18130,8,1,1
07-11-2015,5/20/2002,SO46766,369,21216,9,1,1
07-11-2015,5/13/2002,SO46763,375,13202,4,1,1
07-12-2015,04-10-2002,SO46771,377,13068,4,1,1
07-12-2015,4/29/2002,SO46770,370,15357,8,1,1
07-12-2015,4/24/2002,SO46773,371,13173,1,1,1
07-12-2015,06-08-2002,SO46774,375,13225,4,1,1
07-12-2015,3/22/2002,SO46772,375,13161,1,1,1
07-12-2015,05-05-2002,SO46776,360,12356,9,1,1
07-12-2015,6/21/2002,SO46769,377,15702,10,1,1
7/13/2015,6/16/2002,SO46777,356,11568,10,1,1
7/13/2015,6/25/2002,SO46778,352,11610,10,1,1
7/13/2015,3/20/2002,SO46786,354,26201,4,1,1
7/13/2015,6/21/2002,SO46787,332,15195,4,1,1
7/13/2015,3/29/2002,SO46785,373,13190,4,1,1
7/13/2015,3/30/2002,SO46779,377,15929,10,1,1
7/13/2015,4/21/2002,SO46782,371,12975,4,1,1
7/13/2015,06-03-2002,SO46784,375,13178,1,1,1
7/13/2015,4/30/2002,SO46780,379,12942,4,1,1
7/13/2015,05-09-2002,SO46781,379,12949,1,1,1
7/13/2015,4/21/2002,SO46788,358,12342,9,1,1
7/13/2015,4/28/2002,SO46783,336,19069,7,1,1
7/14/2015,06-09-2002,SO46798,368,21201,9,1,1
7/14/2015,5/21/2002,SO46791,369,13016,1,1,1
7/14/2015,3/31/2002,SO46795,362,26234,4,1,1
7/14/2015,4/28/2002,SO46793,375,13214,1,1,1
7/14/2015,5/28/2002,SO46790,379,12930,1,1,1
7/14/2015,05-12-2002,SO46792,373,13083,1,1,1
7/14/2015,05-10-2002,SO46797,371,21197,9,1,1
7/14/2015,6/26/2002,SO46794,373,24977,6,1,1
7/14/2015,06-01-2002,SO46796,360,26247,4,1,1
7/15/2015,06-12-2002,SO46801,368,25094,6,1,1
7/15/2015,6/30/2002,SO46800,370,13019,4,1,1
7/15/2015,3/23/2002,SO46802,336,15188,1,1,1
7/15/2015,6/20/2002,SO46799,371,13662,7,1,1
7/16/2015,6/18/2002,SO46807,354,12339,9,1,1
7/16/2015,05-09-2002,SO46803,379,13595,7,1,1
7/16/2015,4/17/2002,SO46804,322,19052,7,1,1
7/16/2015,6/21/2002,SO46805,373,13055,1,1,1
7/16/2015,05-12-2002,SO46806,370,21195,9,1,1
7/16/2015,6/22/2002,SO46808,360,12347,9,1,1
7/17/2015,5/29/2002,SO46812,371,13069,1,1,1
7/17/2015,07-02-2002,SO46816,370,13230,1,1,1
7/17/2015,5/24/2002,SO46819,368,21001,9,1,1
7/17/2015,5/18/2002,SO46813,379,13152,4,1,1
7/17/2015,07-01-2002,SO46809,371,13766,7,1,1
7/17/2015,06-12-2002,SO46818,369,21211,9,1,1
7/17/2015,06-02-2002,SO46817,356,26121,4,1,1
7/17/2015,04-06-2002,SO46815,375,25093,6,1,1
7/17/2015,5/30/2002,SO46811,369,12941,1,1,1
7/17/2015,4/23/2002,SO46814,371,13165,4,1,1
7/17/2015,4/27/2002,SO46810,370,15622,8,1,1
7/18/2015,04-11-2002,SO46821,377,24824,6,1,1
7/18/2015,6/19/2002,SO46825,354,12574,9,1,1
7/18/2015,05-01-2002,SO46820,352,28510,7,1,1
7/18/2015,05-11-2002,SO46826,360,12575,9,1,1
7/18/2015,4/21/2002,SO46822,324,15155,4,1,1
7/18/2015,06-02-2002,SO46824,385,24608,9,1,1
7/18/2015,4/22/2002,SO46823,322,15193,4,1,1
7/19/2015,05-10-2002,SO46827,373,13799,7,1,1
7/19/2015,6/29/2002,SO46831,369,13066,1,1,1
7/19/2015,6/20/2002,SO46834,379,12923,4,1,1
7/19/2015,04-06-2002,SO46829,369,24786,6,1,1
7/19/2015,4/15/2002,SO46832,352,20188,6,1,1
7/19/2015,04-06-2002,SO46830,336,19910,8,1,1
7/19/2015,5/13/2002,SO46828,385,13990,1,1,1
7/20/2015,06-05-2002,SO46837,381,14003,1,1,1
7/20/2015,04-08-2002,SO46836,377,13769,7,1,1
7/20/2015,04-02-2002,SO46843,375,21168,9,1,1
7/20/2015,6/14/2002,SO46841,371,13174,1,1,1
7/20/2015,05-06-2002,SO46844,358,12343,9,1,1
7/20/2015,5/31/2002,SO46842,320,15166,4,1,1
7/20/2015,6/29/2002,SO46840,369,13058,4,1,1
7/20/2015,6/14/2002,SO46835,371,13768,7,1,1
7/20/2015,4/28/2002,SO46839,375,24817,6,1,1
7/21/2015,4/23/2002,SO46846,373,13575,7,1,1
7/21/2015,5/29/2002,SO46851,360,20209,6,1,1
7/21/2015,04-07-2002,SO46849,370,24960,6,1,1
7/21/2015,04-09-2002,SO46852,332,15194,4,1,1
7/21/2015,5/25/2002,SO46845,358,11603,10,1,1
7/21/2015,3/27/2002,SO46847,371,13793,7,1,1
7/21/2015,6/14/2002,SO46854,375,20997,9,1,1
7/21/2015,4/19/2002,SO46850,370,13221,4,1,1
7/21/2015,07-03-2002,SO46853,368,21192,9,1,1
7/21/2015,05-02-2002,SO46848,371,16201,10,1,1
7/22/2015,3/27/2002,SO46861,377,21214,9,1,1
7/22/2015,05-05-2002,SO46857,371,13064,1,1,1
7/22/2015,07-03-2002,SO46855,379,15117,8,1,1
7/22/2015,07-07-2002,SO46859,370,13205,4,1,1
7/22/2015,05-08-2002,SO46860,371,21180,9,1,1
7/22/2015,05-02-2002,SO46858,370,13067,1,1,1
7/22/2015,6/24/2002,SO46856,370,12935,4,1,1
7/23/2015,05-10-2002,SO46862,362,11550,10,1,1
7/23/2015,5/16/2002,SO46865,375,15456,8,1,1
7/23/2015,6/29/2002,SO46864,373,16045,10,1,1
7/23/2015,05-08-2002,SO46868,369,13189,4,1,1
7/23/2015,6/16/2002,SO46863,362,11575,10,1,1
7/23/2015,06-01-2002,SO46867,377,13029,1,1,1
7/23/2015,6/23/2002,SO46866,369,12981,4,1,1
7/24/2015,07-03-2002,SO46874,381,24606,9,1,1
7/24/2015,5/13/2002,SO46870,368,13605,7,1,1
7/24/2015,6/18/2002,SO46873,377,21167,9,1,1
7/24/2015,4/15/2002,SO46871,370,13800,7,1,1
7/24/2015,6/30/2002,SO46869,379,13577,7,1,1
7/25/2015,05-04-2002,SO46876,375,15084,8,1,1
7/25/2015,4/26/2002,SO46881,354,12572,9,1,1
7/25/2015,06-08-2002,SO46879,379,13224,1,1,1
7/25/2015,5/16/2002,SO46883,352,26241,4,1,1
7/25/2015,07-03-2002,SO46875,362,11470,8,1,1
7/25/2015,5/13/2002,SO46878,369,25061,6,1,1
7/25/2015,5/21/2002,SO46877,370,12926,4,1,1
7/25/2015,5/19/2002,SO46880,334,15167,1,1,1
7/25/2015,04-01-2002,SO46882,342,25960,9,1,1
7/26/2015,05-12-2002,SO46885,373,15933,10,1,1
7/26/2015,07-08-2002,SO46886,377,28669,6,1,1
7/26/2015,06-08-2002,SO46888,324,26021,9,1,1
7/26/2015,5/24/2002,SO46887,362,12340,9,1,1
7/26/2015,06-07-2002,SO46884,368,13565,7,1,1
7/27/2015,5/19/2002,SO46895,354,26183,4,1,1
7/27/2015,4/23/2002,SO46892,370,13086,1,1,1
7/27/2015,05-04-2002,SO46898,369,21205,9,1,1
7/27/2015,4/28/2002,SO46897,368,21179,9,1,1
7/27/2015,07-08-2002,SO46891,324,20592,10,1,1
7/27/2015,6/16/2002,SO46896,332,15189,1,1,1
7/27/2015,07-08-2002,SO46889,383,19173,10,1,1
7/27/2015,5/25/2002,SO46894,356,26120,4,1,1
7/27/2015,4/29/2002,SO46893,369,28659,6,1,1
7/27/2015,05-05-2002,SO46890,368,12921,4,1,1
7/28/2015,04-08-2002,SO46899,381,13999,4,1,1
7/28/2015,04-09-2002,SO46902,375,21000,9,1,1
7/28/2015,04-06-2002,SO46903,354,12353,9,1,1
7/28/2015,6/21/2002,SO46901,375,21203,9,1,1
7/28/2015,04-12-2002,SO46900,375,21194,9,1,1
